Item Name,NS ID,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20
G12801 CENTER M,4023,GRADE: 40 LB BLEACHED      KRAFT WITH WET STRENGTH.,COATING: DRY WAX TO 47#    *,SIZE: 15"WIDTH ROLLS       PACK: 1 ROLL PER BDL.,LABEL: 15" DRY WAX         *,DIAMETER:8"OD OR 17-1/2#   WHICHEVER COMES FIRST.,3" CORE.                   END USE: FOOD WRAP.,,,,,,,,,,,,,,,
G12950 CHINA,1392,GRADE: 30 LB BLEACHED      KRAFT.,COATING: WET WAX TO 50 LB  FINISH.,SIZE: 12 X 22" SHEETS      PACK: 25# IN #1 TELLY,CARTON.                    LABEL: ITEM SIZE AND,QUANTITY.                  END USE: NOODLE WRAP.,,,,,,,,,,,,,,,,
G12955 CHINA DC,1393,GRADE: 35 LB. BLEACHED     KRAFT WITH WET STRENGTH,COATING: WET WAX TO 50     LB. FINISH,SIZE: 13 X 21" SHEETS      PACK: 50 LBS. PER CASE,LABEL: ITEMSIZEQUANTITY  *,END USE: NOODLE WRAP,,,,,,,,,,,,,,,,
G13610 CORDI,4031,*,GRADE: 40 LB WET STRENGTH BLEACHED KRAFT,*,COATING: NONE,*,SIZE: 17 X 22" SHEETS,*,PACK: PACK IN 18 X 24" STOCK CTN,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD WRAP,,,,,,,,,
G13612 COSTA,1405,GRADE: 35 LB BLEACHED      KRAFT,COATING: DRY WAX TO 40#    SUBWRAP STYLE,SIZE: 20 X 24" SHEETS      PACK: 50 LBS PER CTN OR,BDL                        LABEL: ITEMSIZEQUANTITY,END USE: FOOD WRAP         MUST TAPE,,,,,,,,,,,,,,,,
G13613 COSTA,1406,GRADE: 35 LB BLEACHED      KRAFT,COATING: DRY WAX TO 40 LB  FINISH,SIZE: 24 X 30" SHEETS      PACK: 50 LBS PER BDL,LABEL: ITEMSIZEQUANTITY  *,END USE: FOOD WRAP,,,,,,,,,,,,,,,,
G13616COUNTRYCO,4102,CASA DEL SOL               GRADE: 40 LB BLEACHED,WET STRENGTH MG            COATING: NONE,SIZE: 15" WIDTH ROLLS      *,PACK: 1 ROLL PER POLY      BAG,LABEL: ITEMSIZEQUANTITY  FOOTAGE: 1000 FT/RL 3",CORE                       COLORS: PRINT FLEXO,BLACK ORANGE               REWIND: N-1,END USE: FOOD WRAP,,,,,,,,,,,,,
G13634 CRAINE,1407,GRADE: 30 LB. PARCHKRAFT   COATING: DRY WAXED,SIZE: 8 X 8" SHEETS        *,PACK: 2000 SHEETS PER      16 X 16 MCNAIRN CTN,LABEL: PARCHLINE 2M        SHEETS SIZE,END USE: FOOD WRAP,,,,,,,,,,,,,,,,
G13635 CRAINE,1408,GRADE: 60"GP 20LB STYNLESS   COATING: AS IS,SIZE: 11 X 15" SHEETS,PACK: 22 LBS PAPER IN CARTON FOR FINISHED CS WGT OF 23,LABEL: 11X15 DWX,END USE: FOOD WRAP,NOTE: DO NOT TURN INDIVIDUAL ROLLS OVER FOR SHEETING,MGWAXPOLY SIDES ETC. MUST PACK IN SAME DIRECTION,*,,,,,,,,,,,,,
G13636 CRAINE,1409,GRADE: USE 60" GP          COATING: AS IS,SIZE: 10 X 10" SHEETS      *,PACK: 2000 SHTS IN 12 X    12 MCNAIRN CTN,LABEL: STENCIL PARCHLINESIZECOUNT ONLY,END USE: FOOD WRAP,NOTE:  DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING A,MG WAXED OR POLY SIDES MUST PACK IN SAME DIRECTION,*,,,,,,,,,,,,,
G13637 CRAINE,1410,GRADE: 60 GP 20#STYNLESS   COATING: AS IS,SIZE: 12 X 12" SHEETS      *,PACK: 22 LBS PER CTN 23# GROSS,LABEL: 12X12 DWX,END USE: FOOD WRAP,NOTE: DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING AL,MG WAXED OR POLY SIDES MUST PACK IN SAME DIRECTION,*,,,,,,,,,,,,,
G13638 CRAINE,1411,GRADE: 30 LB. PARCHKRAFT   COATING: DRY WAXED,SIZE: 14 X 14" SHEETS      *,PACK: 2000 SHTS IN 14X14   MCNAIRN CTNS,LABEL: STENCIL             PARCHLINESIZECOUNT,END USE: FOOD WRAP,NOTE: DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING AL,MG WAXED  OR POLY SIDE MUST PACK IN SAME DIRECTION.,*,,,,,,,,,,,,,
G13639 CRAINE,1412,GRADE: 60"GP 20# STYNLESS COATING: AS IS,SIZE: 15 X 15" SHEETS      *,PACK: 22 LBS NET PAPER PER CTN FOR TOTAL WGT 23LBS/CS,LABEL: 15X15DWX,END USE: FOOD WRAP,NOTE: DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING AL,MG WAXED OR POLY SIDES MUST PACK IN SAME DIRECTION.,*,,,,,,,,,,,,,
G13640 CRAINE,1413,GRADE: 60"GP 20# STYNLESS     COATING: AS IS,SIZE: 17 X 17" SHEETS      *,PACK: 22 LBS PER CTN FOR 23LBS GROSS,LABEL: BP301717(17X17DWX),END USE: FOOD WRAP,NOTE: DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING. A,MG WAXED OR POLY SIDES MUST PACK IN SAME DIRECTION.,*,,,,,,,,,,,,,
G13925 DATA,3989,GRADE: 35 LB BLEACHED      KRAFT,COATING: WET WAX TO 50 LB  FINISH,SIZE: 13-1/2 X 25" SHEETS  PACK: 50 LB BULK FLAT,LABEL: ITEMSIZEQUANTITY  *,END USE: BOX LINERS,,,,,,,,,,,,,,,,
G14103 DESIGN,1423,GRADE: 21# BLEACHED KRAFT  END USE: CAKE KNIFE COVER,COATING: WET WAX TO 33#,FINISH. MUST NOT BLOCK.    SIZE: 3-1/2 X 5-3/8",SHEET SIZE REWIND & PACK-,ING: SHEET TOLERANCE +-    1/16" PACK IN 50# BULK,BUNDLES.,,,,,,,,,,,,,,,
G14255 DIAMOND,1425,GRADE: 35 LB. BLEACHED     KRAFT,COATING: DRY WAX TO 40 LB  SIZE: 20 X 20" SHEETS,PACK: 50 LB CS MUST PM-1   *,LABEL: ITEMSIZEQUANTITY  END USE: PIZZA BOX LINER,,,,,,,,,,,,,,,,,
G14650 EASTAR,1430,GRADE: 35 LB BLEACHED      KRAFT WITH WET STRENGTH,POLY COATED 5 LBS.,L.D.P.E. ONE SIDE.         COATING: NONE,SIZE: 14 X 22"             *,PACK: USE 2M.PACK QUILON CTN 30LBS EACH,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP.,,,,,,,,,,,,,,
G14700EAST.NOOD,1432,GRADE: 35 LB BLEACHED      KRAFT WET STRENGTH POLY,COATED ONE SIDE 5#L.P.D.E,COATING: NONE              *,SIZE: 13 X 21" SHEETS      PACK: 50 LB BULK CARTONS.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP.,,,,,,,,,,,,,,,
G14701EAST.NOOD,1433,GRADE: 35 LB. BLEACHED     KRAFT WITH WET STRENGTH,POLY COATED ONE SIDE TO,40LB FINISH SIZE: 11X20" SHEETS,REWIND & PACKING: 1000,SHEETS PER BDL 2 BDLS PER  CARTON. LABEL: SIZE QUAN,TITY AND ITEM.,,,,,,,,,,,,,,,
G14702EAST.NOOD,1434,GRADE: 25 LB BLEACHED      KRAFT.,COATING: WET WAX TO 38#    FINISH.,SIZE: 15 X 15"             PACK: 50 LB BULK BUNDLES.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: NOODLE WRAP.,,,,,,,,,,,,,,,,
G15065 FADEN,4110,GRADE: 20 LB BLEACHED      KRAFT WITH WET STRENGTH.,COATING: DRY WAX TO 24 LB  FINISH.,SIZE: 6 X 9" SHEETS        PACK: 3 M SHEETS PER 9X12",INNER PACK 5 INNERS PER PLAIN CARTON,LABEL: ITEM SIZE AND     QUANTITY.,END USE: PASTRY WRAP.,,,,,,,,,,,,,,,
G15066 FADEN,4095,*        *            *         *         *,GRADE:    35LB BLEACHED KRAFT,*,COATING:  DRY WAX TO 40 LB. FINISH NUPARCH STYLE,*,SIZE: 7-1/2 X 7-1/2" SHEETS,*,PACK:  5# PER BDL 10 BDLS. PER CTN.,*,LABEL: ITEM SIZE QTY.,*,END USE: FOOD WRAP,,,,,,,,,
G15068 FADEN,4096,*           *        *      *          *             *,GRADE: 35 LB BLEACHED KRAFT,*,COATING: DRY WAX T0 40# FINISH NUPARCH STYLE,*,SIZE: 5 X 10" SHEETS,*,PACK: 50 LBS. PER CARTON BULK,*,LABEL: ITEM SIZEQTY,*,END USE: FOOD INTERLEAVER,,,,,,,,,
G15072 FADEN,1438,GRADE: 25 LB. QUILON       COATING: NONE,SIZE: 8-3/16 X 24-3/8"     SHEETS,PACK: 4000 SHEETS BULK     IN 2M PACK QUILON BOX,LABEL: ITEMSIZEQUANTITY  UPC# 1078787900174,END USE: BAKING PAN LINER,,,,,,,,,,,,,,,,
G15073 FADEN,4091,GRADE: 25 LB. QUILON       COATING: NONE,SIZE: 10 X 10" SHEETS      *,PACK: 1000 SHEEETS PER    SHRINK WRAPPED PKG,THEN IN MASTER CARTONS     LABEL: ITEMSIZEQUANTITY,END USE: FROZEN PIZZA      INTERLEAVING SHEETS,WILL BAKE ON THESE MUST    BE KOSHER,,,,,,,,,,,,,,,
G15200 I.FEIT,1439,GRADE: 30 LB BLEACHED      KRAFT.,COATING: DRY WAX TO 35 LB  FINISH.,SIZE: 5 X 10" SHEETS.      PACK: 50 LBS BULK CARTONS,LABEL: ITEM SIZE AND     QUANTITY.,END USE: FOOD WRAP.,,,,,,,,,,,,,,,,
G15253 FERRARO,1440,GRADE: 35 LB. BLEACHED     KRAFT,COATING: DRY WAX TO 40 LB  FINISH,SIZE: 12 X 15" SHEETS      PACK: 5/10# PER CASE,USE SPECIAL PLAIN CARTONS  PURCHASED FOR CUSTOMER,LABEL: "FERRARO" 12 X 15"  DRY WAX 5/10# PKG.,END USE: FOOD WRAP,,,,,,,,,,,,,,,
G15375 FLOATPAK,4069,GRADE: 35 LB BLEACHED      KRAFT,COATING: WET WAX TO 50 LB  FINISH,SIZE: 24 X 48" SHEET       PACK: 50 LB BULK BDLS.,PACK FLAT - DO NOT FOLD    LABEL: ITEMSIZEQUANTITY,END USE: PRINT LAY OUT     SHEET,,,,,,,,,,,,,,,,
G16100 GSA,1456,ITEM:          8135-00-264-3826,*,GRADE: 25 LB THIL.MG +/-5% MIN TEAR 17 MIN TENSILE 5,*,COATING:WET WAX MIN/MAX 8/10 LBS FULLY REFINED PARAFFIN,*,SIZE: 24" WIDTH ROLLS +/- 1/8",*,PACK: SHRINK WRAP ROLLS STACK ON PALLETS MAX OUT,*,LABEL: USE CUSTOMER LABELS ONLY SEE SALES DEPT,*,REWIND: 24" WIDE 3000 FT/RL 3" CORE MAX OD 10",*,END USE: UTILITY WRAPPING PAPER,*,NOTE: MUST BE 3.750 WALL CORE THICKNESS,*,,,
G16101 GSA,1457,GRADE: 25 LB BLEACHED KRAFT,+- 5% MINIMUM TEAR   17 GMS MINIMUM TENSILE 5,LBS. AS PER TAPPI METHODS,COATING: 9 LBS  WET WAX PARAFFINE.+OR- 1LB. 132 F MEL,POINT. .,SIZE: 18" WIDTH +- 1/8"    PACK: 1 ROLL PER CARTON,40 ROLLS PER  GPC 40 X 48" PALLET.,LABEL:  18" 25/34# WET WAX UTILITY WAX  TYPEII,FOOTAGE:       1228 FT/RL.,NOTE: MUST BE 3.750" CORE THICKNESS,REWIND: 1228 FT PER ROLL   3" CORE,END USE: UTILITY WRAPPING PAPER.,,,,,,,,,
G16102 GSA,1458,ITEM:NSN8135-00-171-1543   GRADE: 25 LB BLEACHED,KRAFT +- 5% MINIMUM TEAR   17 GMS MINIMUM TENSILE,5 LBS.,COATING: WET WAX 10-15 LB  PARAFFINE WITH 132 MELT,POINT MINIMUM 2.5 LBS      SURFACE WAX EACH SIDE,SIZE: 16" WIDTH +- 1/8"    PACK: 1 ROLL PER BUNDLE,40 ROLLS GPC 40 X 48" 4    WAY NEW PALLET.,LABEL: AS PER CONTRACT     AND ORDER.,DIAMETER OR FOOTAGE:       11-1/2" O.D. +- 1/2",3" CORE MUST BE 3.750" CORE THICKNESS,REWIND: ROLLS TO WEIGH 65  LBS +- 5%.,END USE: SELF SEALING      BREAD WRAP.,,,,,,,,,
G16103 GSA,1459,ITEM: 8135-00-171-1552     AA-894,GRADE: 20 LB BLEACHED      KRAFT +- 5% MIN TEAR 14.,MINIMUM TENSILE 3. MIN,MULLEN AVE. 10             COATING: DRY WAX WITH MIN,3 LBS PARAFFINE WITH MIN.  MELT POINT 132 F.,SIZE: 18" WIDTH +- 1/8"    PACK: BUNDLE WRAP. STACK,40 ROLLS ON PALLETS.       PALLETS TO BE GPC NEW,40 X 48" ONLY.,LABEL: AS PE CARTON.       *,DIAMETER: 9-1/2" O.D. +-   1/2" 3" CORE +- 1/16",EACH ROLL TO WEIGH 35# +-,5%.                        END USE: UTILITY WRAPPING,PAPER.,NOTE MUST BE 3.750" CORE THICKNESS,,,,,,,
G16104 GSA,1460,ITEM: 8135-00-285-1161     GRADE: 60 LB BLEACHED,KRAFT +- 5% TENSILE AVE.   MIN. 13. TEAR AVE. 50.,MULLEN MIN. AVE 42.,COATING: DRY WAX TO 70 LB  FINISH MIN. 10 LBS WAX.,SIZE: 36" WIDTH +- 1/8"    *,PACK: 1 ROLL PER BUNDLE    40 X 48" 4 WAY GPC NEW,PALLET.,LABEL: AS PER CONTRACT     *,DIAMETER: 9-1/2" O.D. +-   1/2" 3" CORE,END USE: FOOD WRAPPING.,NOTE: MUST BE 3.750" CORE THICKNESS,,,,,,,,,,
G16105 GSA,1461,ITEM: 8135-00-526-1902     SPEC. AA894,GRADE: 20 LB BLEACHED      KRAFT +- 5% MINIMUM TEAR,14. MINIMUM TENSILE 3.,MINIMUM AVE. MULLEN 10.    COATING: MINIMUM 3 LBS,PARAFFINE MIN. 132 FAHR-   ENHEIT MELT POINT.,SIZE: 12" WIDTH +- 1/8"    PACK: 1 ROLL PER BUNDLE.,PACK 60 ROLLS PER PALLET   USE NEW GPC CODE PALLETS,ONLY 40 X 48",LABEL: AS PER CONTRACT.    *,DIAMETER: 9-1/2" O.D. +-   1/2" ROLLS TO WEIGH 23 LB,+- 5% 3" CORE +- 1/16",END USE: UTILITY WRAPPING  PAPER.,NOTE: MUST BE 3.750" CORE THICKNESS,,,,,,,,
G16106 GSA,1462,ITEM: 8135-00-782-6221     GRADE: AS PER GSA SPEC.,A2099A 20# BLEACHED KRAFT  MIN. (32.5G/M2 MIN.),COATING: DRY WAX TO 24#    39.0G/M2 PLUS 3.25G-0G,SIZE: 226MM WIDE X 256MM   + 2MM - 0,PACK: 1000 SHEETS PER      PACKAGE 12 PACKAGES PER,CARTON STACK ON SKIDS.,LABEL: AS PER CONTRACT.    *,END USE: POSTAGE STAMP     INTERLEAVER (U.S.P.S.),,,,,,,,,,,,,
G16107 GSA,1463,ITEM: 8135-00-290-3414     GRADE: 25 LB BLEACHED,KRAFT + - 5% TENSILE AVE   MIN. 5 MULLEN MIN. 12 AVE,TEAR MIN. 17 AVE MD & CD.,COATING: DRY WAX TO 29#    MIN 4 LBS PARAFFINE.,SIZE: 12 X 18" + - 1/8"    TOLERANCE SHEETS.,PACK: 500 SHEETS PER PKG.  THEN IN MASTER CARTONS.,6 PACKAGES TO A CARTON.    LABEL: AS PER CONTRACT.,END USE: FOOD WRAPPING     USES.,,,,,,,,,,,,,
G17235 GOURMET,1467,MAUDE'S                    GRADE: 35 LB BLEACHED,KRAFT HI WET STRENGTH      COATING: NONE,SIZE: 36" WIDTH            *,PACK: 1 ROLL PER BDL       LABEL: USE SPECIAL,LABELS NORPAK NAME NOT     TO APPEAR ITEMSIZE,FOOTAGE,DIAMETER OR FOOTAGE: 851   LINEAR FEET PER ROLL,3" CORE                    COLORS: PMS GREEN 361,PMS ORANGE 165 PRINT       FLEXO,BLACK,REWIND: PRINT ON OUTSIDE   OF ROLL,END USE: TABLE COVERS,,,,,,,,,
G17450 GRIFF,1468,GRADE: 25# ECO BAKE        COATING: AS IS,SIZE: 65.5 AND 49.125"     *,PACK: AS PURCHASED         LABEL: AS IS,*,,,,,,,,,,,,,,,,,
G17451 GRIFF,1469,GRADE: 25# SILICONE        COATING: AS IS,SIZE: 49-1/8 WIDTH        PACK: AS PURCHASED,LABEL: ITEM SIZE AND     WEIGHT.,DIAMETER OR FOOTAGE: MILL  DIA.,,,,,,,,,,,,,,,,,
G17502GROSSMAN,4039,GRADE: 40 LB. BLEACHED     KRAFT,COATING: WET WAX TO 60 LB  *,SIZE: 19 X 24-1/2" SHEETS  PACK: 50 LBS. PER CARTON,LABEL: ITEMSIZEQUANTITY  *,END USE: CHOCOLATE         DIPPING PAPER,,,,,,,,,,,,,,,,
G17750 I.HALPER,1476,"INTERNATIONAL POULTRY"    GRADE: 18 LB BLEACHED,KRAFT WITH WET STRENGTH    COATING: DRY WAXED TO 21#,FINISH                     SIZE: 15" WIDTH,PACK: 1 ROLL PER BDL       STACK ON PALLETS,LABEL: ITEMSIZEQUANTITY  *,FOOTAGE: 1000 FT. ROLL    *,COLORS: GREEN PMS 3415     GREEN,REWIND: N-1                END USE: FOOD WRAPPER,,,,,,,,,,,,,
G17905 HARRISON,1489,*,ITEM:DINER'S DELIGHT WHEAT 36OZ.USE "KOF K"KOSHER SYM,*,GRADE:25 LB BLEACHED KRAFT MAX.CT TEAR 39 MIN MULLEN,*,COATING: WET WAX WITH GLOSSTITE TO 38 LB.,*,SIZE: 21-1/2" WIDTH ROLL,*,PACK: 1 ROLL PER POLY BAG STACK 16 ROLLS PER PALLET,*,LABEL: ITEM SIZE QTY.,*,PRINTING: FLEXO BROWN RED USE "KOF K" KOSHER SYMBOL,*,REWIND: N-1 10-1/2" OD 3" CORE 3.750" THICKNESS,*,END USE: HEAT SEALABLE BREAD WRAP,*,,
G17906 HARRISON,1490,GRADE: 25 LB BLEACHED KRAFT. MAX. CT TEAR 39,MINIMUM MULLEN 14.,COATING: GLOSSTITE WAX TO  38# FINISH. FINISHED,CALIPER .002               SIZE:  22"    WIDTH,PACK: 1 ROLL PER BUNDLE.   *,LABEL: ITEM SIZE AND     QUANTITY.,DIAMETER OR FOOTAGE:       10-1/2" O.D. 3" CORE,END USE: BREAD WRAPPER     HEAT SEALABLE.,NOTE: MUST BE 3.750" CORE THICKNESS,,,,,,,,,,,,
G17907 HARRISON,1491,GRADE: 25 LB BLEACHED KRAFT. MAXIMUM CT TEAR 39,MINIMUM MULLEN 14,COATING: WE WAX GLOSSTITE  TO 38 LB FINISH. MUST,SEAL CALIPER FINISHED      .0024.,SIZE: 21-1/2" WIDTH    PACK: 1 ROLL PER BUNDLE.,LABEL: ITEM SIZE AND     QUANTITY.,DIAMETER OR FOOTAGE:       10-1/2" O.D. 3" CORE,END USE: BREAD WRAP. HEAT  SEALABLE.,NOTE: MUST BE 3.750" CORE THICKNESS,,,,,,,,,,,,
G17909 HARRISON,1492,ITEM: #3 RYE 45 OZ. "KOF K" KOSHER SYMBOL,*,GRADE:25 LB BLEACHED KRAFT MAX.CT TEAR 39 MIN MULLEN 22,*,COATING: WET WAX WITH GLOSSTITE FORMULA TO 38 LB FINISH,*,SIZE: 22-1/2 WIDTH ROLLS  NEW WIDTH 03-06-09,*,PACK: 1 ROLL PER POLY BAG STACK ON 40 X 48" PALLETS,*,LABEL: ITEM SIZE QTY,*,PRINT: PRINT FLEXO RED BLUE USE "KOF K" KOSHER SYMBOL,*,REWIND:N-1 10-1/2"OD3"CORE MUST BE 3.750"CORE THICKNESS,*,END USE: BREAD WRAP,*,,,
G17913 HARRISON,1493,*,ITEM: DINER'S DELIGHT WHITE 36 OZ. "KOF K"KOSHER SYMB,*,GRADE:25 LB BLEACHED KRAFT MAX.CT TEAR 39 MIN MULLEN,*,COATING: WET WAX WITH GLOSSTITE TO 38 LB FINISH,*,SIZE: 21-1/2" WIDTH ROLL,*,PACK: 1 ROLL PER POLY BAG STACK 32 ROLLS PER PALLET,*,LABEL: ITEM SIZE QTY,*,PRINTING: FLEXO RED BLUE USE "KOF K" KOSHER SYMBOL,*,REWIND: N-1 10-1/2" OD 3" CORE 3.750" THICKNESS,*,END USE: HEAT SEALABLE BREAD WRAP,*,,
G17915 HARRISON,1494,*,GRADE:25 LB BLEACHED MG 37 TEAR MAX MIN MULLEN 22,*,COATING: WET WAX WITH GLOASTITE FORULA TO 38 LB.,*,SIZE:    19" WIDTH ROLL,*,PACK:    1 ROLL PER POLY BAG STACK ON PALLETS,*,LABEL:   ITEM SIZE QTY,*,REWIND:  OD 10-1/2" WITH THICK WALL 3" ID CORE,LOT CODE NUMBER TO BE ON LABEL INSIDE CORE,*,END USE: BREAD WRAPPER MUST HEAT SEAL,*,,,,,
G17916 HARRISON,1495,ITEM: PECHTER EGG "KOF K"KOSHER SYMBOL,*,GRADE:25 LB BLEACHED KRAFT MAX.CT TEAR 39 MIN MULLEN 22,*,COATING: GLOSSTITE COAT TO 38 LB FINISH,*,SIZE: 21-1/2" WIDTH ROLLS,*,PACK: 1 ROLL PER PLASTIC BAG STACK ON PALLETS,*,LABEL: USE CUSTOMER LABEL ITEM SIZE QTY,*,PRINT:FLEXO PMS STDYELLOWBWN USE "KOFK"KOSHER SYMBOL,*,REWIND:N-1 10-1/2"OD3"CORE MUST BE 3.750"CORE THICKNESS,*,END USE: HEAT SEALABLE BREAD WRAP,*,,,
G17917 HARRISON,1496,ITEM: #3 JEWISH RYE "KOF K" KOSHER SYMBOL,*,GRADE:25 LB NAT'L KRAFT(BROWN)MAX.TEAR 39 MIN MULLEN 22,*,COATING: WET WAX WITH GLOSSTITE TO 45 LBS.,*,SIZE: 22-1/2" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG 16 ROLLS PER PALLET,*,LABEL: ITEM SIZE QTY.,*,PRINTING: FLEXO BLACK USE "KOF K" KOSHER SYMBOL,*,REWIND: N-1  10-1/2" OD  3"CORE WITH 3.750"CORE THICK-,NESS.,*,END USE: HEAT SEALABLE BREAD WRAPPER,*,,
G17918 HARRISON,1497,*,ITEM: #4 JEWISH RYE  WITH "KOF K" KOSHER SYMBOL,*,GRADE:25 LB BLEACHED KRAFT MAX.CT TEAR 39 MIN MULLEN,*,COATING: WET WAX WITH GLOSSTITE TO 45 LB. FINISH,*,SIZE: 23-1/2" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG . 16 ROLLS PER PALLET,*,LABEL: ITEM SIZE QTY.,*,PRINTING: FLEXO PMS 1945U RED USE "KOF K" KOSHER SYMB,*,REWIND: N-1 10-1/2" OD 3" CORE 3.750 "THICKNESS,*,END USE: HEAT SEALABLE BREAD WRAP,*,,
G18100 HERBERT,1499,GRADE: 35 LB BLEACHED      KRAFT,COATING: WET WAX TO 50 LB  (SAME AS DELWRAP),SIZE: 36" WIDTH            PACK: 1 ROLL PER BDL,STACK ON PALLETS           LABEL: ITESIZEQUANTITY,FOOTAGE: 1000 FT/RL 3"     CORE,END USE: CANDY DIPPING     PAPER,,,,,,,,,,,,,,,
G18200 HERCULES,1500,GRADE: 30 LB BLEACHED      KRAFT.,COATING: DRY WAX TO 35 LB  FINISH.,SIZE: 14 X 14" SHEETS      PACK: 5/10# PKGS PER,BUNDLE.                    LABEL: ITEM SIZE AND,QUANTITY.                  END USE: PIZZA BOX LINERS,,,,,,,,,,,,,,,,
G18202 HERCULES,4034,GRADE: 30 LB. BLEACHED     KRAFT. END USE: PIZZA,LINERS. COATING: DRY WAX,TO 35 LB. FINISH. SIZE:    10 X 10" SHEET SIZE REW-,IND & PACKING: PACK 50#,BULK BUNDLES OR CARTONS    LABEL: SIZE AND QUANTITY.,,,,,,,,,,,,,,,,
G18250HILL&MARK,4094,GRADE: 30# BLEACHED KRAFT  COATING: DRY WAX TO 35#,FINISH.                    SIZE: 18 X 20" SHEETS,PACK: PACK IN HNM CTN      2/25#BDLS PER .,LABEL: ITEM SIZE AND     QUANTITY.,END USE: SUBWRAP.,,,,,,,,,,,,,,,,
G18850 HUFF,1503,GRADE: 30 LB. BLEACHED     KRAFT,COATING: SEMI WAX TO 39#   (MICA),SIZE: 15 X 15" SHEETS      PACK: 10 LBS. PER KRAFT,WRAPPED BDL. 5 BDLS PER    CASE MUST BE KRAFT,WRAPPED,LABEL: ITEMSIZEQUANTITY  *,END USE: SANDWICH WRAP,,,,,,,,,,,,,,
G18854 HUFF,1504,GRADE: 35 LB BLEACHED      KRAFT,COATING: DRY WAX TO 40     LB FINISH,SIZE: 12" WIDTH            PACK: 1 ROLL PER PLASTIC,BAG                        LABEL: 12" DRY WAX,1200 FT/ RL                FOOTAGE: 1200 FT 3" CORE,END USE: FOOD WRAP,,,,,,,,,,,,,,,
G19202IMPERIALB,1553,*      *      *     *      *       *       *      *,GRADE: 25 LB QUILON,*,COATING:,*,SIZE: 13-1/4 X 12" SHEETS,*,PACK: 1000 SHEETS PER SHRINK WRAP PG. 3 PGS. PER CTN,*,LABEL: ITEM SIZE QTY P.O.#,*,END USE: BAKING PAN LINER,,,,,,,,,
G19203IMPERIALB,1554,GRADE: 25 LB QUILON.       COATING: NONE,SIZE: 5-3/16 X 12-1/16"    SHEETS,PACK: 6000 SHEETS PER      CARTON.,LABEL: ITEM SIZE AND     QUANTITY.,END USE: BAKING SHEET.,,,,,,,,,,,,,,,,
G19204IMPERIALB,1555,GRADE: 20 LB BLEACHED      KRAFT WITH WET STRENGTH.,COATING: DRY WAX TO 24 LB  FINISH.,SIZE: 9 X 9" SHEETS        PACK: 1000 SHEETS PER PKG,THEN IN MASTER CARTON.     LABEL: ITEM SIZE NO. OF,PACKAGES AND QUANTITY.    END USE: PASTRY SHEET,,,,,,,,,,,,,,,,
G19206IMPERIALB,1557,GRADE: 35 LB BLEACHED      KRAFT.,COATING: WET WAX TO 50 LB  FINISH.,SIZE: 6 X 10" SHEETS       PACK: 50# BULK CTNS,LABEL: ITEM SIZE AND     QUANTITY.,END USE: MEAT INTERLEAVER,,,,,,,,,,,,,,,,
G19207IMPERIALB,1558,GRADE:   35 LB BLEACHED KRAFT WITH WET STRENGTH,*,COATING: DRY WAX TO 42 LBS FINISH,*,SIZE:    15" WIDTH ROLLS,*,PACK:    SHRINK WRAP ROLL  STACK ON PALLETS,*,LABEL:   ITEM SIZE UPC 78787900172,*,REWIND:  15" WIDTH 1100 FT PER ROLL 3"CORE,*,END USE: FOOD WRAP,*,,,,,,,
G19208IMPERIALB,1559,GRADE: 27# SILICONE  DO    NOT SUBSTITUTE. (QUILON,DOES NOT WORK.),COATING: NONE              *,SIZE: 5-1/4 X 5-1/2"       SHEETS.,PACK: 1000 SHEETS PER     PKG. SHRINKWRAP,THEN IN 4RL TOKEN CTNS.    LABEL: ITEM SIZE AND,QUANTITY.                  END USE: FUDGE CAKE,BOX LINER.,,,,,,,,,,,,,
G19209IMPERIALB,1560,GRADE: 30 LB. BLEACHED     KRAFT.,CAOTING: DRY WAX TO 35 LB  FINISH.,SIZE; 9-1/4" X 5-3/4"      SHEETS.,PACK: 100 SHEETS PER PKG  THEN PACK IN MASTER,CARTONS.,LABEL: ITEMSIZEQUANTITY  END USE; FOOD BOX LINER,END USE: FOOD BOX LINER,,,,,,,,,,,,,,
G19210IMPERIALB,1561,*,GRADE: 25 LB.QUILON,*,COATING: NONE,*,SIZE: 8 X 8" SHEETS,*,PACK: 1M SHETS PER PG. 12 PGS. PER CTN,*,LABEL: ITEM SIZE QTY P.O.#,*,END USE:  BAKING PAN LINER,,,,,,,,,
